row,item,version,letter,sentence,sentence_spr,comp_q,comp_q_type,comp_q_answer,condition,list,life_status,life_mismatch,fact_mismatch,type,occupation,file_name,year_time,fact_time,year_fact,qm0,im_jahr,year,perfect,pp,det_nom,objnp,qm1,fact,qm2,verb,comma,qm3,spillover_verb,name,real_name,wrong_name,name_match,spillover_pp
604,22,87,c,87c,"„Im Jahr*1962*habe ich*in dem Film*‚A Star is Born‘*mitgespielt,“*das verkündete*Bradley Cooper*auf dem roten Teppich.","Er verkündete, dass er in ""A Star is Born"" mitgespielt hat.",match,yes,life mismatch,2,alive,mismatch,match,critical,Actors,Bradley_Cooper.jpg,NA,Der,NA,„,Im Jahr,1962,habe ich,in dem,Der,Film,‚,A Star is Born,‘,mitgespielt,",",“,das verkündete,Bradley Cooper,Bradley Cooper,Emma Stone,NA,auf dem roten Teppich.
609,25,98,d,98d,"„Im Jahr*2014*habe ich*das Lied*‚Stand By Me‘*herausgebracht,“*das stellte*Bob Marley*bei einer Pressekonferenz fest.","Er stellte fest, dass er 2014 ""Stand By Me"" herausgebracht hat.",match,yes,life-fact mismatch,6,dead,mismatch,mismatch,critical,Musicians,Bob_Marley.jpg,new,old,mismatch,„,Im Jahr,2014,habe ich,das,Das,Lied,‚,Stand By Me,‘,herausgebracht,",",“,das stellte,Bob Marley,Bob Marley,John Lennon,yes,bei einer Pressekonferenz fest.
610,25,100,d,100d,"„Im Jahr*1975*habe ich*das Lied*‚Rolling in the Deep‘*herausgebracht,“*das stellte*Bruno Mars*bei einer Pressekonferenz fest.","Er stellte fest, dass er 1975 ""Rolling in the Deep"" herausgebracht hat.",match,yes,life-fact mismatch,6,alive,mismatch,mismatch,critical,Musicians,Bruno_Mars.jpg,old,new,mismatch,„,Im Jahr,1975,habe ich,das,Das,Lied,‚,Rolling in the Deep,‘,herausgebracht,",",“,das stellte,Bruno Mars,Bruno Mars,Adele,yes,bei einer Pressekonferenz fest.
613,27,106,b,106b,"„Im Jahr*2017*habe ich*das Lied*‚Shape of You‘*aufgenommen,“*das berichtete*Harry Styles*auf einer Aftershowparty.","Er berichtete, dass er 2018 ""Shape of You"" aufgenommen hat.",year_mismatch,no,fact mismatch,2,alive,match,mismatch,critical,Musicians,Harry_Styles.jpg,new,new,match,„,Im Jahr,2017,habe ich,das,Das,Lied,‚,Shape of You,‘,aufgenommen,",",“,das berichtete,Harry Styles,Harry Styles,Ed Sheeran,yes,auf einer Aftershowparty.
614,27,108,b,108b,"„Im Jahr*1991*habe ich*das Lied*‚Cream‘*aufgenommen,“*das berichtete*Freddie Mercury*auf einer Aftershowparty.",Er berichtete das auf einer Aftershowparty.,match,yes,fact mismatch,2,dead,match,mismatch,critical,Musicians,Freddie_Mercury.jpg,old,old,match,„,Im Jahr,1991,habe ich,das,Das,Lied,‚,Cream,‘,aufgenommen,",",“,das berichtete,Freddie Mercury,Freddie Mercury,Prince,yes,auf einer Aftershowparty.
617,29,113,d,113d,"„Im Jahr*2013*habe ich*das Lied*‚Sag mir wo die Blumen sind‘*veröffentlicht,“*das äußerte*Louis Armstrong*gegenüber interessierten Fans.","Er äußerte, dass er 2013 ""Hello, Dolly!"" veröffentlicht hat.",fact_mismatch,no,life-fact mismatch,2,dead,mismatch,mismatch,critical,Musicians,Louis_Armstrong.jpg,old,old,match,„,Im Jahr,2013,habe ich,das,Das,Lied,‚,Sag mir wo die Blumen sind,‘,veröffentlicht,",",“,das äußerte,Louis Armstrong,Louis Armstrong,Marlene Dietrich,yes,gegenüber interessierten Fans.
618,29,115,d,115d,"„Im Jahr*1967*habe ich*das Lied*‚Atemlos durch die Nacht‘*veröffentlicht,“*das äußerte*Psy*gegenüber interessierten Fans.","Er äußerte, dass er 1964 ""Gentleman"" veröffentlicht hat.",year_fact_mismatch,no,life-fact mismatch,2,alive,mismatch,mismatch,critical,Musicians,Psy.jpg,new,new,match,„,Im Jahr,1967,habe ich,das,Das,Lied,‚,Atemlos durch die Nacht,‘,veröffentlicht,",",“,das äußerte,Psy,Psy,Helene Fischer,yes,gegenüber interessierten Fans.
619,30,117,c,117c,"„Im Jahr*2011*habe ich*das Lied*‚Stormy Blues‘*herausgebracht,“*das schilderte*Billie Holiday*in einem Interview.","Sie schilderte, dass sie ""Stormy Blues"" herausgebracht hat.",match,yes,life mismatch,2,dead,mismatch,match,critical,Musicians,Billie_Holiday.jpg,old,old,match,„,Im Jahr,2011,habe ich,das,Das,Lied,‚,Stormy Blues,‘,herausgebracht,",",“,das schilderte,Billie Holiday,Billie Holiday,Elvis Presley,no,in einem Interview.
620,30,119,c,119c,"„Im Jahr*1954*habe ich*das Lied*‚Call Me Maybe‘*herausgebracht,“*das schilderte*Carly Rae Jepsen*in einem Interview.","Sie schilderte, dass sie das Lied 1954 herausgebracht hat.",match,yes,life mismatch,2,alive,mismatch,match,critical,Musicians,Carly_Rae_Jepsen.jpg,new,new,match,„,Im Jahr,1954,habe ich,das,Das,Lied,‚,Call Me Maybe,‘,herausgebracht,",",“,das schilderte,Carly Rae Jepsen,Carly Rae Jepsen,Lady Gaga,no,in einem Interview.
621,31,121,b,121b,"„Im Jahr*2010*habe ich*das Lied*‚Love the Way You Lie‘*aufgenommen,“*das behauptete*Shakira*auf einer Aftershowparty.","Sie behauptete, dass sie 2007 ""Waka Waka"" aufgenommen hat.",year_fact_mismatch,no,fact mismatch,8,alive,match,mismatch,critical,Musicians,Shakira.jpg,new,new,match,„,Im Jahr,2010,habe ich,das,Das,Lied,‚,Love the Way You Lie,‘,aufgenommen,",",“,das behauptete,Shakira,Shakira,Rihanna,yes,auf einer Aftershowparty.
622,31,123,b,123b,"„Im Jahr*1965*habe ich*das Lied*‚I Put a Spell on You‘*aufgenommen,“*das behauptete*Bob Dylan*auf einer Aftershowparty.","Er behauptete, dass er ""I Put a Spell on You"" aufgenommen hat.",match,yes,fact mismatch,8,dead,match,mismatch,critical,Musicians,Bob_Dylan.png,old,old,match,„,Im Jahr,1965,habe ich,das,Das,Lied,‚,I Put a Spell on You,‘,aufgenommen,",",“,das behauptete,Bob Dylan,Bob Dylan,Nina Simone,yes,auf einer Aftershowparty.
623,filler,filler,filler,filler,"„Im Jahr*1992*habe ich*das erste*‚Gänsehaut‘-Buch*fertiggestellt,“*das schrieb*R.L. Stine*seinem Verlag.",skip,filler,filler,filler,filler,alive,filler,filler,filler,filler,R_L_Stine.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
624,filler,filler,filler,filler,"„Im Jahr*2007*habe ich*das Betriebssystem*Windows Vista*veröffentlicht,“*das sagte*Bill Gates*Vertretern der IT-Branche.",skip,filler,filler,filler,filler,alive,filler,filler,filler,filler,Bill_Gates.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
625,filler,filler,filler,filler,Bono*ist der*Sänger*und*Songwriter*der weltbekannten*irischen*Rock- und Popband*U2.,Er ist Sänger und Songwriter einer australischen Band.,mismatch,no,filler,filler,alive,filler,filler,filler,filler,Bono.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
626,filler,filler,filler,filler,"Filmfans*sehen*Nicolas Cage*in Filmen wie*„Wickerman“,*„Duell der Magier“*und*„Next“*mit gemischten Gefühlen.",Er ist in jedem Film seiner Karriere gleichermaßen beliebt.,mismatch,no,filler,filler,alive,filler,filler,filler,filler,Nicolas_Cage.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
627,filler,filler,filler,filler,"„Im Jahr*1997*habe ich*in dem Film*‚Star Wars‘*die weibliche Hauptrolle gespielt,“*das verriet*Carrie Fisher*auf einer Pressekonferenz.","Sie verriet, dass sie 1997 die Hauptrolle gespielt hat.",match,yes,filler,filler,alive,filler,filler,filler,filler,Carrie_Fisher.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
628,filler,filler,filler,filler,"„Im Jahr*1905*habe ich*das Buch*‚Reise zum Mittelpunkt der Erde‘*fertiggestellt,“*das erklärte*Jules Verne*seinem Verleger.",skip,filler,filler,filler,filler,alive,filler,filler,filler,filler,Jules_Verne.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
629,filler,filler,filler,filler,Der britische*Physiker*Stephen Hawking*erlangte*durch seine Lebensgeschichte*und*die Veröffentlichung*zahlreicher Bücher*Weltruhm.,Er war nur innerhalb von Großbritannien bekannt.,mismatch,no,filler,filler,alive,filler,filler,filler,filler,Stephen_Hawking.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
630,filler,filler,filler,filler,Literaturfreunde*aller Welt*kennen*Oscar Wilde*für den Roman*„Das Bildnis des Dorian Gray“*sowie zahlreiche*Bühnenstücke.,Er ist nur bei Freunden der Nationalliteratur bekannt.,mismatch,no,filler,filler,alive,filler,filler,filler,filler,Oscar_Wilde.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
631,filler,filler,filler,filler,"Keira Knightley*ist eine*deutsche*Schauspielerin,*die häufig*an der Seite*Moritz Bleibtreus*zu sehen ist.",skip,filler,filler,filler,filler,dead,filler,filler,filler,filler,Keira_Knightley.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
632,filler,filler,filler,filler,Der Basketballer*Mats Hummels*freut sich bereits*auf die nächste*Saison*mit seinem Verein*Alba Berlin.,skip,filler,filler,filler,filler,dead,filler,filler,filler,filler,Mats_Hummels.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
633,filler,filler,filler,filler,"Kenner*politischer Kriminalfilme*sind interessiert an*Jim Carreys*Rollen,*für die er mehrfach*mit dem Oscar*ausgezeichnet*wurde.",Er wurde mehrfach als Krimischauspieler ausgezeichnet.,match,yes,filler,filler,dead,filler,filler,filler,filler,Jim_Carrey.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
634,filler,filler,filler,filler,"Jackie Chan*ist ein*russischer*Schachweltmeister,*der 1992*eine herausragende Partie*gegen die Legende*Bobby Fisher*bestritt.",skip,filler,filler,filler,filler,dead,filler,filler,filler,filler,Jackie_Chan.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
635,filler,filler,filler,filler,Liebhaber von*Dokumentarfilmen*warteten stets*angespannt*auf das nächste*Monumentalwerk von*Edgar Wallace.,skip,filler,filler,filler,filler,dead,filler,filler,filler,filler,Edgar_Wallace.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
636,filler,filler,filler,filler,"Mutter Theresa*war eine*russische*Königin,*der fälschlicherweise*ein unrühmliches Ende*durch ihr Pferd*nachgesagt*wird.",Sie fand ein unglückliches Ende durch ihr Pferd.,match,yes,filler,filler,dead,filler,filler,filler,filler,Mutter_Theresa.JPG,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
637,filler,filler,filler,filler,Die deutsche*Filmlegende*Rosa Parks*war besonders*für ihre Charakterdramen*an der Seite*des Regisseurs*Werner Herzog*bekannt.,skip,filler,filler,filler,filler,dead,filler,filler,filler,filler,Rosa_Parks.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
638,filler,filler,filler,filler,"„Im Jahr*2011*habe ich*in dem Film*„Bad Teacher“*die Hauptrolle gespielt,“*das sagte*Cameron Diaz*auf dem roten Teppich.","Sie sagte, dass sie in ""Bad Teacher"" die Hauptrolle gespielt hat.",match,yes,filler,filler,alive,filler,filler,filler,filler,Cameron_Diaz.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
639,filler,filler,filler,filler,Rock-'n'-Roll-Hörer*lieben*Angus Youngs*unverkennbare*Bühnenpräsenz*und*seine eingängigen*Gitarren-Riffs.,skip,filler,filler,filler,filler,alive,filler,filler,filler,filler,Angus_Young.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
640,filler,filler,filler,filler,"Helena Bonham Carter*ist eine*amerikanische*Schauspielerin,*die häufig*unberechenbare*und gefährliche*Individuen*verkörpert.",skip,filler,filler,filler,filler,alive,filler,filler,filler,filler,Helena_Bonham_Carter.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
641,filler,filler,filler,filler,Der amerikanische*Linguist*und*politische Aktivist*Noam Chomsky*ist der*am häufigsten zitierte*Intellektuelle*der Welt.,Er interessiert sich nicht besonders für Politik,mismatch,no,filler,filler,alive,filler,filler,filler,filler,Noam_Chomsky.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
642,filler,filler,filler,filler,"„Im Jahr*1991*bin ich*mit dem Lied*„Smells Like Teen Spirit“*berühmt geworden,“*das teilte*Kurt Cobain*einer Nachrichtenagentur mit.",skip,filler,filler,filler,filler,dead,filler,filler,filler,filler,Kurt_Cobain.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
643,filler,filler,filler,filler,Margaret Thatchers*politisches Wirken*wird zwischen*den britschen*Liberalen*und*Konservativen*äußerst unterschiedlich*bewertet.,Sie ist auf beiden Seiten des politischen Spektrums sehr beliebt.,mismatch,no,filler,filler,dead,filler,filler,filler,filler,Margaret_Thatcher.JPG,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
644,filler,filler,filler,filler,"H.P. Lovecraft*war ein*amerikanischer*Schriftsteller,*dessen*kosmischer Horror*viele spätere Werke*der Popkultur*inspirierte.",Er ist für seinen kosmischen Horror bekannt.,match,yes,filler,filler,dead,filler,filler,filler,filler,H.P._Lovecraft.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
645,filler,filler,filler,filler,Der Bürgerrechtler*Mahatma Gandhi*hat zum Ende*der*britischen*Kolonialherrschaft*über Indien*beigetragen.,skip,filler,filler,filler,filler,dead,filler,filler,filler,filler,Mahatma_Gandhi.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
646,filler,filler,filler,filler,"Elton John*ist ein*britischer*Sänger,*der sich*unter anderem*durch Hits wie*„Candle in the Wind“*und*„Circle of Life“*einen Namen machte.","Er ist ausschließlich für ""Candle in the Wind"" und ""Circle of Life"" bekannt.",mismatch,no,filler,filler,alive,filler,filler,filler,filler,Elton_John.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
647,filler,filler,filler,filler,Der deutsche*Schauspieler*Florian David Fitz*hatte*seinen großen Durchbruch*mit dem Film*„Meine verrückte türkische Hochzeit“.,"Er fand für ""Meine verrückte türkische Hochzeit"" große Beachtung.",match,yes,filler,filler,alive,filler,filler,filler,filler,Florian_David_Fitz.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
648,filler,filler,filler,filler,Der österreischische*Journalist*Manuel Neuer*gilt zurecht*als eine der Edelfedern*der nationalen*Presselandschaft.,skip,filler,filler,filler,filler,alive,filler,filler,filler,filler,Manuel_Neuer.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
649,filler,filler,filler,filler,Beobachter*des Boxsports*fiebern*John Cenas*nächstem großen Kampf*gegen die Legende*Vitali Klitschko*entgegen.,skip,filler,filler,filler,filler,alive,filler,filler,filler,filler,John_Cena.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
650,filler,filler,filler,filler,Der römische*Politiker*und*Feldherr*Julius Caesar*eroberte*während seiner Herrschaftszeit*ganz Gallien*bis zum Rhein.,Er scheiterte an der Eroberung Galliens.,mismatch,no,filler,filler,dead,filler,filler,filler,filler,Julius_Caesar.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
651,filler,filler,filler,filler,Serienjunkies*zelebrieren*Wolfgang Amadeus Mozarts*Mitwirken*an zahlreichen*dänischen*Produktionen*der letzten Jahrzehnte.,Er arbeitete an vielen dänischen Serien mit.,match,yes,filler,filler,dead,filler,filler,filler,filler,Wolfgang_Amadeus_Mozart.jpeg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
652,filler,filler,filler,filler,Der evangelische*Theologe*und*Pastor*Walt Disney*trug*zum friedlichen politischen*Widerstand*in der DDR*bei.,skip,filler,filler,filler,filler,dead,filler,filler,filler,filler,Walt_Disney.jpg,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler
653,10,9,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,1,dead,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Wladimir Putin,post-task,post-task,fact mismatch,post-task
654,10,9,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,2,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,David Bowie,post-task,post-task,fact mismatch,post-task
655,10,9,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,3,dead,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Lionel Messi,post-task,post-task,fact mismatch,post-task
656,10,9,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,4,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Henry Ford,post-task,post-task,fact mismatch,post-task
657,10,9,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,5,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Joan Fontaine,post-task,post-task,fact mismatch,post-task
658,10,9,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,6,dead,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Charlie Chaplin,post-task,post-task,fact mismatch,post-task
659,10,9,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,7,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Bob Marley,post-task,post-task,fact mismatch,post-task
